PID_22,YR_REMODEL_22,RES_FLOOR_22,GROSS_AREA_22,LIVING_AREA_22,BED_RMS_22,FULL_BTH_22,HLF_BTH_22,KITCHEN_22,TT_RMS_22,INT_COND_RANK_22,EXT_COND_RANK_22,OVERALL_COND_RANK_22,BTHRM_STYLE1_RANK_22,BTHRM_STYLE2_RANK_22,KITCHEN_STYLE1_RANK_22,KITCHEN_TYPE_RANK_22,YR_REMODEL_17,RES_FLOOR_17,GROSS_AREA_17,LIVING_AREA_17,BED_RMS_17,FULL_BTH_17,HLF_BTH_17,KITCHEN_17,TT_RMS_17,INT_COND_RANK_17,EXT_COND_RANK_17,OVERALL_COND_RANK_17,BTHRM_STYLE1_RANK_17,BTHRM_STYLE2_RANK_17,KITCHEN_STYLE1_RANK_17,RES_FLOOR_CHG_IND,RES_FLOOR_CHG,GROSS_AREA_CHG_IND,GROSS_AREA_CHG,LIVING_AREA_CHG_IND,LIVING_AREA_CHG,BED_RMS_CHG_IND,BED_RMS_CHG,TT_RMS_CHG_IND,TT_RMS_CHG,FULL_BTH_CHG_IND,FULL_BTH_CHG,HLF_BTH_CHG_IND,HLF_BTH_CHG,KITCHEN_CHG_IND,KITCHEN_CHG,INT_COND_RANK_CHG_IND,INT_COND_RANK_CHG,EXT_COND_RANK_CHG_IND,EXT_COND_RANK_CHG,OVERALL_COND_RANK_CHG_IND,OVERALL_COND_RANK_CHG,BTHRM_STYLE1_RANK_CHG_IND,BTHRM_STYLE1_RANK_CHG,BTHRM_STYLE2_RANK_CHG_IND,BTHRM_STYLE2_RANK_CHG,KITCHEN_STYLE1_RANK_CHG_IND,KITCHEN_STYLE1_RANK_CHG,REMODEL_EVER_FLAG,REMODEL_LAST_5YR
100839000,2016,2,2860,1872,3,2,1,1,8,3,3,3,3,3,2,1,0,2,2860,1872,2,2,0,1,8,3,3,3,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
100846000,2017,1.5,1328.4,896.4,2,1,0,1,5,3,3,3,3,,3,1,0,1.5,1458,734,2,1,0,1,5,3,3,3,2,,2,0,0,0,-129.6,1,162.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,1,0
100848000,,2,1773,1204,2,1,1,1,5,3,3,3,1,1,1,0,0,2,1761,1201,2,1,1,1,5,3,3,3,1,1,1,0,0,1,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100857000,,2,2236.4,1850.4,3,1,1,1,6,3,3,3,2,2,2,1,0,2,2286,1850,3,1,1,1,6,3,3,3,2,2,2,0,0,0,-49.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100865000,1999,2,2494,1574,3,1,1,1,7,3,4,3,3,3,3,1,1999,2,2494,1574,3,1,1,1,7,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100866000,1997,1.5,2007.5,1087.5,2,1,0,1,5,3,4,3,2,,2,1,1932,1.5,2165,930,2,1,0,1,5,3,3,3,2,,2,0,0,0,-157.5,1,157.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,1,0
100869000,,2.5,2681.8,1727.8,3,2,1,1,5,4,4,4,3,3,3,1,,2.5,2821,1728,3,2,1,1,5,4,4,4,3,3,3,0,0,0,-139.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100869001,,2,2199.6,1461.6,4,1,0,1,8,3,3,3,2,,2,0,0,2,2557,1462,4,1,0,1,8,3,3,3,2,,2,0,0,0,-357.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
100882000,,1.5,1442.2,956.2,2,1,1,1,5,4,3,3,3,2,2,1,0,1.5,1588,956,2,1,1,1,5,3,3,3,1,1,1,0,0,0,-145.8,1,0.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,1,1,0,0
100883000,,2,2794,1625,3,1,1,1,7,3,3,3,3,3,3,1,0,2,2794,1625,3,1,1,1,7,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100900000,,2,2158,1352,4,1,1,1,6,3,2,3,2,1,2,1,0,2,2428,1352,4,1,1,1,6,3,2,3,2,1,2,0,0,0,-270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100911000,,1.5,1377.15,949.4,2,1,0,1,5,3,3,3,3,,2,1,0,1.5,1523,949,2,1,0,1,5,3,3,3,3,,2,0,0,0,-145.85,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
100912000,,1,2120,1014,2,1,1,1,4,3,3,3,1,1,1,1,0,1,2162,1014,2,1,1,1,4,3,3,3,1,1,1,0,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100920010,,2,3714,3615,4,3,1,1,8,4,4,4,3,3,3,1,,2,3714,3615,4,3,1,1,8,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100924000,,1.5,2050,1448,2,1,1,1,6,3,3,3,1,1,1,1,0,1.5,2221,1448,2,1,1,1,6,3,3,3,1,1,1,0,0,0,-171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100931000,,2,2717,1401,4,1,0,1,7,4,3,3,2,,2,1,0,2,2717,1401,4,1,0,1,7,4,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
100932000,,2,1955,1161,3,1,0,1,6,3,3,3,2,,1,1,0,2,1955,1161,3,1,0,1,6,3,3,3,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
100933000,2006,2,3213,1938,3,2,0,1,8,4,3,4,2,2,3,1,2006,2,3213,1938,3,2,0,1,8,4,3,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100934000,2013,1.5,1421.4,788.4,3,1,1,1,5,4,4,4,3,3,3,0,2013,1.5,1527,788,3,1,1,1,5,4,4,4,3,3,3,0,0,0,-105.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100941000,,2,4902,3132,3,1,0,1,7,4,4,4,3,,3,1,0,2,5250,3132,3,1,0,1,7,4,4,4,3,,3,0,0,0,-348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
100943000,,2,3195,2106,3,1,1,1,5,3,3,3,2,2,2,1,0,2,3195,2106,3,1,1,1,5,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100946000,,1,2197.5,1294,3,1,1,1,8,3,3,3,3,2,2,1,0,1,2244,1294,3,1,1,1,8,3,3,3,3,2,2,0,0,0,-46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100972000,,2,2297,1610,3,1,1,1,8,4,3,3,2,2,2,1,0,2,2297,1610,3,1,1,1,8,4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100975000,,2,2562,1512,2,2,0,1,6,3,3,3,2,2,2,1,0,2,2562,1512,2,2,0,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100976000,,2,3196,1878,3,2,0,1,9,4,3,3,1,1,2,1,0,2,3196,1878,3,2,0,1,9,4,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101008000,1978,1,1192.2,1003.2,3,1,0,1,6,3,4,3,2,,2,1,1978,1,1495,1003,3,1,0,1,6,3,4,3,2,,2,0,0,0,-302.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
101034000,,1,3244.45,2719.45,3,1,1,1,9,3,3,3,2,2,2,1,0,1,3304,2719,3,1,1,1,9,3,3,3,2,2,2,0,0,0,-59.55,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101036000,2011,1.5,1920.4,1158.4,3,1,0,1,6,3,4,3,2,,3,1,2011,1.5,2080,1158,3,1,0,1,6,3,4,3,2,,3,0,0,0,-159.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
101037000,,1.5,1634.4,904.4,3,1,0,1,5,3,3,3,2,,2,1,0,1.5,1794,904,3,1,0,1,5,3,3,3,2,,2,0,0,0,-159.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101038000,,1.5,1806.4,1096.4,3,1,1,1,5,3,3,3,2,1,2,1,0,1.5,1966,1096,3,1,1,1,5,3,3,3,2,1,2,0,0,0,-159.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101039000,,1.5,1724.4,1048.4,3,1,0,1,6,3,3,3,3,,2,1,0,1.5,1884,1048,3,1,0,1,6,3,3,3,3,,2,0,0,0,-159.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101040000,1999,1.5,1520.4,988.4,2,1,0,1,5,4,3,3,3,,3,1,1999,1.5,1680,988,2,2,0,1,6,4,3,3,3,3,3,0,0,0,-159.6,1,0.4,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
101041000,,1.5,2229.45,1654.45,3,2,2,1,7,3,3,3,2,2,2,1,0,1.5,2409,1654,3,2,2,1,7,3,3,3,2,2,2,0,0,0,-179.55,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101048000,,1.5,1554.4,878.4,2,1,1,1,5,3,3,3,1,2,2,1,0,1.5,1684,878,2,1,1,1,5,3,3,3,1,2,2,0,0,0,-129.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101051000,,1.5,2422,1290,4,1,1,1,7,3,3,3,2,2,2,1,0,1.5,2629,1290,4,1,1,1,7,3,3,3,2,2,2,0,0,0,-207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101053000,,2,1828,1048,3,1,1,1,6,3,3,3,2,2,2,1,0,2,1828,1048,3,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101097000,1984,2,2893.9,1562,4,2,1,2,10,3,3,3,2,2,2,1,1984,2,2934,1562,4,2,1,2,10,3,3,3,2,2,2,0,0,0,-40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101101000,,2,2992.8,2200.8,4,2,0,1,12,3,3,3,2,2,2,1,0,2,3402,2201,4,2,0,1,12,3,3,3,2,2,2,0,0,0,-409.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101103000,2020,2,3060,2126,4,2,1,1,10,4,4,4,3,3,3,1,0,2,2552,1550,3,2,0,1,8,3,3,3,2,2,2,0,0,1,508,1,576,1,1,1,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101105000,2012,2,2450,1610,3,2,0,1,7,3,4,3,2,3,2,1,2012,2,2450,1610,3,2,0,1,7,3,4,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101106000,1994,2,1714,1158,3,1,0,1,5,3,3,3,2,,2,1,1994,2,1714,1158,3,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
101131000,,1,3602,1560,2,2,0,1,6,4,4,4,3,3,3,1,,1,3602,1560,2,2,0,1,6,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101135000,,1,2460,1248,2,1,0,1,4,3,3,3,2,,2,1,0,1,2460,1248,2,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101137000,,1.5,1362.7,943.7,2,1,0,1,5,3,3,3,2,,1,1,0,1.5,1501,944,2,1,0,1,5,3,3,3,2,,1,0,0,0,-138.3,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101138000,,1.5,1585.4,1118.4,2,1,0,1,6,3,3,3,2,,3,1,0,1.5,1715,1118,2,1,0,1,6,3,3,3,2,,3,0,0,0,-129.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101143020,,2,2028,1344,2,1,0,1,6,4,3,3,3,,3,1,,2,2052,1344,2,1,0,1,6,4,3,3,3,,3,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101147000,,1,1870.2,1098.2,4,1,0,1,6,4,4,4,3,,3,1,1999,1,2139,1098,2,1,0,1,6,3,4,3,3,,2,0,0,0,-268.8,1,0.2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,,1,1,0,0
101153000,,1.5,1577.05,1006.3,3,1,0,1,6,2,3,3,3,,2,1,0,1.5,1749,1006,3,1,0,1,6,2,3,3,3,,2,0,0,0,-171.95,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101161000,2013,2,3156,2035,2,2,0,1,8,3,4,3,3,3,3,1,2013,2,3156,2035,2,2,0,1,8,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101165000,,2,2397,1663,4,1,1,1,7,3,3,3,3,3,3,1,0,2,2618,1820,4,1,1,1,7,3,3,3,3,3,3,0,0,0,-221,0,-157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101191000,,2,3164.8,1890,4,2,0,2,11,4,3,3,3,3,3,2,0,2,3211,1890,4,2,0,2,11,4,3,3,3,3,3,0,0,0,-46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101196000,,2.5,5052.8,3269.8,6,4,0,1,18,4,4,4,2,2,2,1,0,2.5,5396,3270,6,4,0,1,18,4,4,4,2,2,2,0,0,0,-343.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101202000,,2,3418,2147,4,1,1,1,8,4,3,3,3,3,3,1,0,2,3418,2147,4,1,1,1,8,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101224000,,1,2298,1025,2,2,0,1,6,4,3,3,2,2,3,1,0,1,2298,1025,2,2,0,1,6,4,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101231000,,2,2920,2056,3,1,1,1,6,4,2,3,2,2,2,1,0,2,2920,2056,3,1,1,1,6,4,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101245000,1983,2,3041.8,2029.8,3,1,1,1,10,3,3,3,2,2,2,1,1983,2,3478,2030,3,1,1,1,10,3,3,3,2,2,2,0,0,0,-436.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101252000,,2,3635,2204,4,1,1,1,8,3,3,3,1,1,2,1,0,2,3635,2204,4,1,1,1,8,3,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101254000,,2.5,3483.4,2335.4,5,1,1,1,9,3,3,3,2,2,2,1,0,2.5,3718,2335,5,1,1,1,9,3,3,3,2,2,2,0,0,0,-234.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101255000,,2,3723.2,2558.2,3,1,2,1,7,4,3,3,2,2,3,1,0,2,4319,2558,3,1,2,1,7,4,3,3,2,2,3,0,0,0,-595.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101256000,2003,2.5,3039.6,2050.6,3,1,1,1,7,3,3,3,2,2,3,1,2003,2.5,3234,2051,3,1,1,1,7,3,3,3,2,2,3,0,0,0,-194.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101289000,2011,2.5,3310.4,2519.2,5,3,0,2,8,4,3,4,2,2,2,1,2011,2.5,3596,2519,5,3,0,2,8,4,3,4,2,2,2,0,0,0,-285.6,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101291000,2019,2,3539.2,2200.2,5,2,0,1,8,4,3,3,3,3,3,1,0,2,4021,2200,5,1,0,1,8,4,3,3,3,,3,0,0,0,-481.8,1,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1
101332000,,2,2097,1292,3,2,0,1,7,3,2,3,2,2,2,1,0,2,2097,1292,3,2,0,1,7,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101348000,2005,1.5,2647.05,1603.8,3,3,1,2,6,4,3,3,3,3,3,1,2005,1.5,2844,1604,3,3,1,2,6,4,3,3,3,3,3,0,0,0,-196.95,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101350000,,2,3721.2,2376,4,2,1,2,11,4,3,3,2,2,2,1,0,2,4245,2376,3,1,1,1,5,3,3,3,2,2,2,0,0,0,-523.8,0,0,1,1,1,6,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101354000,,1,1803.2,896,1,1,0,1,4,3,3,3,2,,2,0,0,1,1848,896,1,1,0,1,4,3,3,3,2,,2,0,0,0,-44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101355000,,2,2675.4,1690.4,3,1,1,1,6,4,4,4,2,3,2,1,0,2,3093,1690,3,1,1,1,6,4,4,4,2,3,2,0,0,0,-417.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101362000,,1.5,2143.6,1335.6,3,1,1,1,6,3,4,3,2,2,3,1,0,1.5,2374,1336,3,1,1,1,6,3,4,3,2,2,3,0,0,0,-230.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101369000,,1,5316,2604,4,1,1,1,9,3,3,3,3,2,3,1,0,1,5316,2604,4,1,1,1,9,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101384000,2018,2,2240,1412,3,1,1,1,7,4,3,3,3,3,3,1,0,2,2240,1412,3,1,0,1,7,4,3,3,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1
101389000,,2.5,3332.2,1985.2,5,1,0,1,9,4,3,3,2,,2,1,0,2.5,3541,1985,5,1,0,1,9,4,3,3,2,,2,0,0,0,-208.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101422000,,2,3839.6,2416.6,4,2,1,1,9,3,3,3,2,2,2,1,0,2,4340,2417,4,2,0,1,9,3,3,3,2,2,2,0,0,0,-500.4,0,-0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101426000,2002,2,3054,2017,5,1,1,1,10,4,3,3,2,3,3,1,2002,2,3531,2017,5,1,1,1,10,4,3,3,2,3,3,0,0,0,-477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101427000,2015,2,3324.8,2441.8,3,2,1,1,7,4,4,4,3,3,3,1,2015,2,3800,2442,3,2,1,1,7,4,4,4,3,3,3,0,0,0,-475.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101430000,,2,5062.25,2393,4,2,1,1,8,3,3,3,2,2,2,1,0,2,5110,2393,4,2,1,1,8,3,4,3,2,2,2,0,0,0,-47.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
101432000,1980,2,3420,2034,4,3,1,1,8,4,3,3,3,2,3,1,1980,2,3420,2034,4,3,1,1,8,4,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101433000,2003,2,3316.4,1985.4,3,1,1,1,8,3,4,4,3,2,3,1,2003,2,3782,1985,3,1,1,1,8,3,4,4,3,2,3,0,0,0,-465.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101435000,,2,2985,1918,2,1,0,1,6,3,3,3,1,,1,0,0,2,2958,1918,2,1,0,1,6,3,4,3,2,,2,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,,0,-1,0,0
101440000,2020,2,2336,1380,3,1,1,1,10,4,3,4,3,3,3,1,0,2,2162,1380,3,1,1,1,10,4,3,4,3,3,3,0,0,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101441000,,2,2501,1617,3,2,0,1,6,4,3,4,2,3,3,1,0,2,2501,1617,3,2,0,1,6,4,3,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101442000,2000,2,3439.8,2296.8,3,2,0,1,7,3,3,3,2,2,2,1,2000,2,4014,2297,3,2,0,1,7,3,3,3,2,2,2,0,0,0,-574.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101462000,,2,3279.2,1969.2,3,1,1,1,6,3,3,3,3,3,3,1,0,2,3250,1986,3,1,1,1,6,3,3,3,3,3,3,0,0,1,29.2,0,-16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101467000,2019,1,2726,1296,2,1,1,1,6,3,3,3,2,2,3,1,0,1,2726,1296,2,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1
101470000,,1.5,3405.8,2029.8,4,2,0,1,9,3,3,3,2,2,2,1,0,1,3712,1690,3,1,1,1,7,3,3,3,2,2,2,1,0.5,0,-306.2,1,339.8,1,1,1,2,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101474000,,1,2488,1188,3,1,1,1,6,3,3,3,2,2,2,1,0,1,2488,1188,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
101475000,,2,4498.5,3252.5,4,2,1,1,9,4,4,4,2,2,2,1,0,2,4518,3253,4,2,1,1,9,4,4,4,2,2,2,0,0,0,-19.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101476000,,2,2328,1540,3,1,1,1,8,4,2,3,2,2,2,1,0,2,2328,1540,3,1,1,1,8,4,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101477000,,2,3360,2121,3,1,2,1,11,4,3,4,2,2,2,1,0,2,3360,2121,3,1,2,1,11,4,3,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101479000,,2,2432.95,1567,3,1,1,1,6,4,3,3,2,2,3,1,0,2,2304,1467,3,1,1,1,6,4,3,3,2,2,3,0,0,1,128.95,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101483000,,1.5,3857.5,2017.7,5,3,0,1,8,4,3,3,2,2,2,1,0,1.5,4237,2018,3,1,1,1,8,4,3,3,2,2,2,0,0,0,-379.5,0,-0.3,1,2,0,0,1,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101497000,,1,3708.55,1789,4,2,0,1,8,3,4,3,3,3,2,1,0,1,4022,1789,4,1,0,1,6,3,4,3,2,,2,0,0,0,-313.45,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0
101511000,2000,2,1656,1104,3,1,1,1,5,3,3,3,1,2,3,1,2000,2,1656,1104,3,1,1,1,5,3,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101537000,,2,2739,1820,3,2,1,1,7,4,3,3,2,2,2,1,0,2,2739,1820,2,1,1,1,7,4,3,3,3,3,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0
101547000,2018,2,2488,2200,5,3,0,1,9,4,3,3,3,3,3,1,0,2,2344,2200,5,2,0,1,9,3,3,3,3,3,3,0,0,1,144,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
101549000,2002,1,2088,1032,2,1,1,1,5,3,3,3,2,2,3,1,2002,1,2064,1032,3,1,1,1,5,3,3,3,2,2,3,0,0,1,24,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101550000,2000,2,3282,2226,4,3,0,1,8,4,3,4,3,3,3,1,2000,2,3412,2312,3,3,0,1,8,4,4,4,3,3,3,0,0,0,-130,0,-86,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
101553000,,2,2816,2052,3,2,0,1,7,3,3,3,2,2,2,1,0,2,2904,2128,3,2,0,1,7,3,3,3,2,2,2,0,0,0,-88,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
